account_id,account_name,company_size,segment,industry,sales_region,revenue_model,account_created_at,account_status
ACC_01056,Pioneer Partners 1056,100-999,Mid-Market,Financial Services,APAC,Subscription,2025-09-24,Churned
ACC_01057,Vertex Group 1057,1000+,Enterprise,Software,EMEA,Usage-Based,2025-07-02,Customer
ACC_01058,Pioneer Solutions 1058,1-99,SMB,Healthcare,North America,Subscription,2024-01-23,Customer
ACC_01059,Vertex Group 1059,100-999,Mid-Market,Media,EMEA,Advertising,2025-09-06,Customer
ACC_01060,Atlas Partners 1060,100-999,Mid-Market,Retail,North America,Subscription,2024-10-16,Customer
ACC_01061,Atlas Solutions 1061,1000+,Enterprise,Software,EMEA,Subscription,2024-10-31,Prospect
ACC_01062,Nova Networks 1062,100-999,Mid-Market,Financial Services,North America,Subscription,2025-11-21,Customer
ACC_01063,Nova Labs 1063,1-99,SMB,Retail,EMEA,Subscription,2025-09-25,Prospect
ACC_01064,Atlas Networks 1064,100-999,Mid-Market,Professional Services,EMEA,Subscription,2024-02-07,Prospect
ACC_01065,Summit Systems 1065,1-99,SMB,Software,EMEA,Subscription,2024-09-20,Prospect
ACC_01066,Vertex Partners 1066,1000+,Enterprise,Retail,North America,Usage-Based,2025-07-02,Prospect
ACC_01067,Cobalt Labs 1067,1-99,SMB,Healthcare,APAC,Transactional,2025-01-28,Prospect
ACC_01068,Nova Networks 1068,100-999,Mid-Market,Financial Services,EMEA,Enterprise Services,2024-07-07,Customer
ACC_01069,Apex Solutions 1069,1-99,SMB,Professional Services,North America,Subscription,2025-01-18,Churned
ACC_01070,Apex Labs 1070,1-99,SMB,Professional Services,North America,Transactional,2025-09-25,Prospect
ACC_01071,Nova Group 1071,1000+,Enterprise,Retail,EMEA,Transactional,2024-06-12,Customer
ACC_01072,Atlas Networks 1072,100-999,Mid-Market,Media,North America,Subscription,2025-06-29,Customer
ACC_01073,Cobalt Group 1073,1-99,SMB,Media,North America,Subscription,2025-06-21,Prospect
ACC_01074,Harbor Labs 1074,1000+,Enterprise,Media,North America,Advertising,2025-10-09,Prospect
ACC_01075,Northstar Systems 1075,1000+,Enterprise,Financial Services,North America,Transactional,2024-08-05,Prospect
ACC_01076,Apex Group 1076,1-99,SMB,Software,North America,Subscription,2024-06-06,Prospect
ACC_01077,Atlas Networks 1077,100-999,Mid-Market,Retail,EMEA,Subscription,2025-02-04,Prospect
ACC_01078,Atlas Networks 1078,100-999,Mid-Market,Software,North America,Enterprise Services,2025-01-23,Prospect
ACC_01079,Northstar Labs 1079,100-999,Mid-Market,Financial Services,EMEA,Subscription,2024-10-26,Customer
ACC_01080,Harbor Technologies 1080,1-99,SMB,Healthcare,North America,Enterprise Services,2025-07-23,Prospect
ACC_01081,Vertex Group 1081,1-99,SMB,Healthcare,North America,Usage-Based,2025-08-07,Prospect
ACC_01082,Pioneer Labs 1082,1000+,Enterprise,Financial Services,North America,Usage-Based,2024-06-28,Prospect
ACC_01083,Summit Partners 1083,1000+,Enterprise,Software,APAC,Transactional,2025-08-04,Customer
ACC_01084,Vertex Group 1084,1000+,Enterprise,Financial Services,LATAM,Subscription,2024-06-17,Prospect
ACC_01085,Atlas Technologies 1085,1000+,Enterprise,Retail,North America,Advertising,2024-10-24,Customer
ACC_01086,Apex Solutions 1086,100-999,Mid-Market,Media,North America,Transactional,2024-01-20,Prospect
ACC_01087,Summit Technologies 1087,100-999,Mid-Market,Retail,North America,Transactional,2024-09-05,Prospect
ACC_01088,Northstar Networks 1088,100-999,Mid-Market,Financial Services,North America,Subscription,2025-12-01,Churned
ACC_01089,Vertex Systems 1089,100-999,Mid-Market,Healthcare,APAC,Subscription,2024-11-19,Prospect
ACC_01090,Cobalt Labs 1090,1-99,SMB,Software,North America,Subscription,2025-06-03,Prospect
ACC_01091,Atlas Systems 1091,1-99,SMB,Financial Services,LATAM,Subscription,2024-03-19,Prospect
ACC_01092,Nova Partners 1092,100-999,Mid-Market,Software,EMEA,Advertising,2025-04-09,Churned
ACC_01093,BluePeak Partners 1093,1-99,SMB,Healthcare,North America,Usage-Based,2024-09-28,Customer
ACC_01094,Atlas Labs 1094,1-99,SMB,Retail,APAC,Transactional,2025-06-27,Customer
ACC_01095,Vertex Labs 1095,100-999,Mid-Market,Healthcare,North America,Transactional,2025-11-09,Churned
ACC_01096,Summit Group 1096,1-99,SMB,Healthcare,APAC,Subscription,2025-01-23,Prospect
ACC_01097,Summit Networks 1097,1-99,SMB,Retail,North America,Subscription,2024-03-16,Churned
ACC_01098,Vertex Networks 1098,100-999,Mid-Market,Professional Services,APAC,Subscription,2024-12-14,Prospect
ACC_01099,Pioneer Networks 1099,1000+,Enterprise,Professional Services,North America,Subscription,2024-03-30,Customer
ACC_01100,BluePeak Solutions 1100,1-99,SMB,Software,North America,Subscription,2024-11-24,Customer
ACC_01101,Atlas Group 1101,1-99,SMB,Professional Services,APAC,Subscription,2024-02-14,Prospect
ACC_01102,BluePeak Networks 1102,1-99,SMB,Financial Services,North America,Subscription,2025-04-13,Churned
ACC_01103,Atlas Technologies 1103,100-999,Mid-Market,Financial Services,North America,Advertising,2024-08-14,Prospect
ACC_01104,Atlas Group 1104,1000+,Enterprise,Healthcare,APAC,Subscription,2024-05-27,Churned
ACC_01105,Pioneer Solutions 1105,1-99,SMB,Software,North America,Subscription,2024-01-13,Prospect
ACC_01106,Cobalt Systems 1106,100-999,Mid-Market,Retail,APAC,Subscription,2025-10-11,Customer
ACC_01107,Harbor Networks 1107,1-99,SMB,Financial Services,EMEA,Transactional,2025-09-03,Churned
ACC_01108,Northstar Partners 1108,1-99,SMB,Retail,EMEA,Advertising,2025-08-16,Prospect
ACC_01109,BluePeak Solutions 1109,1000+,Enterprise,Media,North America,Subscription,2024-02-12,Churned
ACC_01110,Atlas Technologies 1110,1-99,SMB,Professional Services,North America,Subscription,2024-09-12,Customer
ACC_01111,Pioneer Group 1111,1-99,SMB,Financial Services,LATAM,Enterprise Services,2025-12-11,Customer
ACC_01112,Cobalt Partners 1112,1-99,SMB,Healthcare,North America,Advertising,2025-02-26,Prospect
ACC_01113,Apex Partners 1113,100-999,Mid-Market,Retail,North America,Transactional,2024-04-03,Customer
ACC_01114,Cobalt Technologies 1114,1000+,Enterprise,Retail,North America,Advertising,2024-04-13,Customer
ACC_01115,Pioneer Partners 1115,1000+,Enterprise,Healthcare,North America,Usage-Based,2024-07-11,Customer
ACC_01116,Pioneer Labs 1116,1-99,SMB,Professional Services,EMEA,Usage-Based,2025-12-11,Prospect
ACC_01117,Apex Networks 1117,1-99,SMB,Retail,APAC,Subscription,2024-05-03,Prospect
ACC_01118,Pioneer Solutions 1118,100-999,Mid-Market,Software,APAC,Transactional,2025-10-22,Customer
ACC_01119,Harbor Group 1119,1-99,SMB,Professional Services,APAC,Subscription,2025-05-10,Prospect
ACC_01120,BluePeak Technologies 1120,1000+,Enterprise,Professional Services,North America,Transactional,2025-11-04,Customer
ACC_01121,Nova Solutions 1121,100-999,Mid-Market,Financial Services,North America,Subscription,2025-08-26,Churned
ACC_01122,BluePeak Partners 1122,1-99,SMB,Healthcare,North America,Subscription,2024-08-30,Prospect
ACC_01123,BluePeak Solutions 1123,1000+,Enterprise,Professional Services,EMEA,Enterprise Services,2025-08-28,Prospect
ACC_01124,Atlas Group 1124,1-99,SMB,Healthcare,North America,Usage-Based,2024-05-03,Customer
ACC_01125,Atlas Solutions 1125,1-99,SMB,Retail,EMEA,Subscription,2024-07-31,Prospect
ACC_01126,Cobalt Labs 1126,100-999,Mid-Market,Professional Services,North America,Enterprise Services,2024-06-03,Customer
ACC_01127,Northstar Technologies 1127,100-999,Mid-Market,Media,APAC,Subscription,2024-04-07,Customer
ACC_01128,Apex Technologies 1128,100-999,Mid-Market,Healthcare,APAC,Subscription,2024-03-06,Customer
ACC_01129,BluePeak Partners 1129,100-999,Mid-Market,Software,APAC,Usage-Based,2024-05-16,Prospect
ACC_01130,BluePeak Solutions 1130,1000+,Enterprise,Retail,North America,Subscription,2024-03-28,Customer
ACC_01131,Cobalt Partners 1131,1000+,Enterprise,Media,LATAM,Subscription,2024-10-05,Customer
ACC_01132,Nova Networks 1132,100-999,Mid-Market,Financial Services,North America,Transactional,2024-02-22,Prospect
ACC_01133,Northstar Group 1133,1-99,SMB,Healthcare,North America,Subscription,2024-02-14,Customer
ACC_01134,Vertex Technologies 1134,100-999,Mid-Market,Healthcare,North America,Subscription,2025-12-24,Customer
ACC_01135,Vertex Technologies 1135,1000+,Enterprise,Software,North America,Subscription,2024-03-05,Customer
ACC_01136,Pioneer Systems 1136,1-99,SMB,Healthcare,EMEA,Transactional,2024-02-24,Customer
ACC_01137,Vertex Technologies 1137,1-99,SMB,Media,North America,Subscription,2024-01-23,Prospect
ACC_01138,Northstar Partners 1138,1-99,SMB,Financial Services,North America,Subscription,2024-04-06,Prospect
ACC_01139,Nova Networks 1139,1-99,SMB,Healthcare,EMEA,Transactional,2025-01-20,Prospect
ACC_01140,Vertex Partners 1140,100-999,Mid-Market,Media,APAC,Subscription,2025-08-27,Prospect
ACC_01141,Cobalt Group 1141,1-99,SMB,Software,EMEA,Subscription,2025-06-21,Churned
ACC_01142,Northstar Technologies 1142,100-999,Mid-Market,Healthcare,EMEA,Transactional,2025-02-28,Prospect
ACC_01143,Nova Systems 1143,1000+,Enterprise,Financial Services,North America,Transactional,2024-03-03,Customer
ACC_01144,Northstar Group 1144,1000+,Enterprise,Retail,APAC,Subscription,2025-07-20,Prospect
ACC_01145,BluePeak Technologies 1145,1-99,SMB,Healthcare,North America,Usage-Based,2024-01-28,Prospect
ACC_01146,Atlas Labs 1146,1-99,SMB,Software,North America,Transactional,2025-04-06,Prospect
ACC_01147,Northstar Systems 1147,100-999,Mid-Market,Software,North America,Subscription,2024-10-26,Prospect
ACC_01148,Northstar Networks 1148,100-999,Mid-Market,Retail,EMEA,Transactional,2025-10-06,Customer
ACC_01149,Nova Technologies 1149,100-999,Mid-Market,Professional Services,North America,Transactional,2024-08-12,Churned
ACC_01150,Northstar Group 1150,1000+,Enterprise,Software,EMEA,Advertising,2025-04-11,Customer
ACC_01151,Harbor Labs 1151,1-99,SMB,Media,North America,Advertising,2024-11-17,Prospect
ACC_01152,Atlas Technologies 1152,1000+,Enterprise,Software,North America,Transactional,2025-01-16,Customer
ACC_01153,Pioneer Technologies 1153,1-99,SMB,Retail,North America,Enterprise Services,2025-11-17,Prospect
ACC_01154,Atlas Technologies 1154,1-99,SMB,Retail,North America,Advertising,2025-06-05,Churned
ACC_01155,Nova Networks 1155,100-999,Mid-Market,Retail,North America,Usage-Based,2024-10-30,Customer
ACC_01156,Northstar Systems 1156,1-99,SMB,Software,EMEA,Transactional,2024-11-23,Prospect
ACC_01157,Atlas Solutions 1157,1-99,SMB,Media,North America,Usage-Based,2025-05-30,Prospect
ACC_01158,Northstar Systems 1158,1-99,SMB,Financial Services,North America,Enterprise Services,2024-09-09,Prospect
ACC_01159,Cobalt Technologies 1159,1-99,SMB,Media,EMEA,Subscription,2024-05-02,Prospect
ACC_01160,Summit Labs 1160,100-999,Mid-Market,Healthcare,North America,Subscription,2024-12-07,Churned
ACC_01161,Cobalt Technologies 1161,1-99,SMB,Healthcare,North America,Advertising,2024-02-19,Customer
ACC_01162,Cobalt Labs 1162,100-999,Mid-Market,Financial Services,North America,Subscription,2024-05-04,Churned
ACC_01163,BluePeak Solutions 1163,1000+,Enterprise,Healthcare,North America,Advertising,2024-11-03,Prospect
ACC_01164,Pioneer Group 1164,1-99,SMB,Professional Services,North America,Transactional,2025-08-05,Customer
ACC_01165,Vertex Networks 1165,1-99,SMB,Professional Services,EMEA,Enterprise Services,2025-07-25,Prospect
ACC_01166,Northstar Labs 1166,1000+,Enterprise,Professional Services,North America,Subscription,2024-07-09,Customer
ACC_01167,Nova Systems 1167,1000+,Enterprise,Financial Services,APAC,Transactional,2024-11-04,Prospect
ACC_01168,Harbor Group 1168,100-999,Mid-Market,Healthcare,North America,Subscription,2024-04-22,Prospect
ACC_01169,Pioneer Technologies 1169,100-999,Mid-Market,Retail,EMEA,Advertising,2025-07-06,Customer
ACC_01170,Cobalt Technologies 1170,1-99,SMB,Professional Services,APAC,Subscription,2024-06-29,Prospect
ACC_01171,Apex Solutions 1171,1-99,SMB,Professional Services,North America,Advertising,2025-08-07,Customer
ACC_01172,Summit Networks 1172,100-999,Mid-Market,Professional Services,North America,Advertising,2025-09-07,Customer
ACC_01173,Pioneer Solutions 1173,1-99,SMB,Software,North America,Transactional,2025-05-18,Prospect
ACC_01174,Summit Group 1174,100-999,Mid-Market,Financial Services,LATAM,Transactional,2024-08-29,Churned
ACC_01175,Nova Partners 1175,100-999,Mid-Market,Media,LATAM,Subscription,2025-11-27,Customer
ACC_01176,Vertex Technologies 1176,100-999,Mid-Market,Media,North America,Subscription,2025-05-16,Customer
ACC_01177,Pioneer Networks 1177,1-99,SMB,Retail,APAC,Subscription,2025-04-17,Customer
ACC_01178,BluePeak Solutions 1178,1-99,SMB,Software,North America,Enterprise Services,2025-09-18,Customer
ACC_01179,Harbor Networks 1179,1-99,SMB,Software,North America,Enterprise Services,2025-10-06,Customer
ACC_01180,Cobalt Solutions 1180,1-99,SMB,Media,EMEA,Subscription,2024-02-26,Customer
ACC_01181,Vertex Partners 1181,100-999,Mid-Market,Retail,North America,Subscription,2025-10-06,Customer
ACC_01182,Nova Systems 1182,1-99,SMB,Retail,North America,Subscription,2025-07-13,Prospect
ACC_01183,Apex Networks 1183,1-99,SMB,Media,APAC,Transactional,2024-05-30,Prospect
ACC_01184,Pioneer Technologies 1184,1-99,SMB,Software,North America,Subscription,2024-08-12,Customer
ACC_01185,Atlas Solutions 1185,1-99,SMB,Media,EMEA,Subscription,2025-07-04,Prospect
ACC_01186,Harbor Partners 1186,1000+,Enterprise,Financial Services,North America,Subscription,2024-06-07,Prospect
ACC_01187,Cobalt Systems 1187,1-99,SMB,Professional Services,North America,Subscription,2024-11-26,Prospect
ACC_01188,Harbor Systems 1188,1000+,Enterprise,Professional Services,North America,Subscription,2025-05-18,Customer
ACC_01189,Vertex Systems 1189,1-99,SMB,Healthcare,LATAM,Subscription,2025-04-20,Prospect
ACC_01190,Harbor Technologies 1190,100-999,Mid-Market,Financial Services,North America,Transactional,2025-10-27,Customer
ACC_01191,Summit Systems 1191,1-99,SMB,Financial Services,North America,Advertising,2024-03-22,Customer
ACC_01192,Atlas Partners 1192,1-99,SMB,Financial Services,EMEA,Subscription,2024-08-03,Customer
ACC_01193,Harbor Technologies 1193,1000+,Enterprise,Professional Services,LATAM,Advertising,2025-12-20,Prospect
ACC_01194,Cobalt Partners 1194,1000+,Enterprise,Financial Services,LATAM,Advertising,2025-02-19,Customer
ACC_01195,Harbor Labs 1195,1000+,Enterprise,Retail,EMEA,Transactional,2024-06-30,Customer
ACC_01196,Harbor Technologies 1196,1-99,SMB,Retail,North America,Enterprise Services,2024-07-30,Customer
ACC_01197,Harbor Systems 1197,1-99,SMB,Media,EMEA,Subscription,2024-09-04,Customer
ACC_01198,Northstar Solutions 1198,100-999,Mid-Market,Professional Services,APAC,Usage-Based,2025-02-09,Prospect
ACC_01199,Cobalt Labs 1199,1-99,SMB,Healthcare,APAC,Transactional,2024-07-27,Churned
ACC_01200,Apex Systems 1200,100-999,Mid-Market,Media,APAC,Transactional,2025-03-30,Prospect
ACC_01179,Harbor Networks 1179 Duplicate,1-99,SMB,Software,North America,Enterprise Services,2025-10-06,Customer
ACC_00866,BluePeak Group 0866 Duplicate,1000+,Enterprise,Financial Services,EMEA,Subscription,2025-04-14,Customer
ACC_00102,Summit Labs 0102 Duplicate,100-999,Mid-Market,Retail,North America,Subscription,2024-03-13,Prospect
ACC_00440,BluePeak Networks 0440 Duplicate,100-999,Mid-Market,Healthcare,EMEA,Advertising,2025-12-11,Customer
ACC_00059,Apex Labs 0059 Duplicate,1-99,SMB,Retail,North America,Usage-Based,2024-12-12,Prospect
ACC_01121,Nova Solutions 1121 Duplicate,100-999,Mid-Market,Financial Services,North America,Subscription,2025-08-26,Churned
ACC_00324,Vertex Partners 0324 Duplicate,100-999,Mid-Market,Healthcare,EMEA,Subscription,2024-10-02,Prospect
ACC_00975,BluePeak Systems 0975 Duplicate,1-99,SMB,Financial Services,North America,Advertising,2025-05-06,Customer
ACC_00412,Harbor Systems 0412 Duplicate,100-999,Mid-Market,Healthcare,North America,Transactional,2024-07-28,Customer
ACC_00856,Summit Labs 0856 Duplicate,1-99,SMB,Financial Services,North America,Subscription,2024-05-18,Churned
ACC_00821,Cobalt Partners 0821 Duplicate,1-99,SMB,Software,North America,Transactional,2025-05-26,Customer
ACC_00045,Pioneer Partners 0045 Duplicate,1000+,Enterprise,Media,North America,Advertising,2025-03-13,Prospect
